Entidade,Quantidade,Tipo
és just,1,PER
Virgem Santíssima,1,PER
Jesus Perdoai-me,1,PER
Dá-me,1,PER
Eterno Pai,1,PER
Recebem,1,PER
Conseguei-a,1,PER
Jesus Sois,1,PER
Cá Jesus,1,PER
São Raimundo,1,ORG
